SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,46,42,4,0,0,0,0,0,0,,
578,TG,Telangana,TG_Hyderabad,Hyderabad,21768,21440,305,23,0,0,0,0,0,,
579,TG,Telangana,TG_Jagtial,Jagtial,40,38,2,0,0,0,0,0,0,,
580,TG,Telangana,TG_Jangaon,Jangaon,87,86,1,0,0,0,0,0,0,,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,19,19,0,0,0,0,0,0,0,,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,61,35,25,1,0,0,0,0,0,,
583,TG,Telangana,TG_Kamareddy,Kamareddy,59,51,8,0,0,0,0,0,0,,
584,TG,Telangana,TG_Karimnagar,Karimnagar,166,150,16,0,0,0,0,0,0,,
585,TG,Telangana,TG_Khammam,Khammam,96,93,3,0,0,0,0,0,0,,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,26,24,2,0,0,0,0,0,0,,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,48,47,1,0,0,0,0,0,0,,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,124,116,8,0,0,0,0,0,0,,
589,TG,Telangana,TG_Mancherial,Mancherial,88,87,0,1,0,0,0,0,0,,
590,TG,Telangana,TG_Medak,Medak,98,94,4,0,0,0,0,0,0,,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,1090,1080,9,1,0,0,0,0,0,,
592,TG,Telangana,TG_Mulugu,Mulugu,35,33,2,0,0,0,0,0,0,,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,27,25,2,0,0,0,0,0,0,,
594,TG,Telangana,TG_Nalgonda,Nalgonda,167,155,12,0,0,0,0,0,0,,
595,TG,Telangana,TG_Narayanpet,Narayanpet,7,6,0,1,0,0,0,0,0,,
596,TG,Telangana,TG_Nirmal,Nirmal,39,26,13,0,0,0,0,0,0,,
597,TG,Telangana,TG_Nizamabad,Nizamabad,145,115,30,0,0,0,0,0,0,,
598,TG,Telangana,TG_Peddapalli,Peddapalli,19,18,1,0,0,0,0,0,0,,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,42,40,2,0,0,0,0,0,0,,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,1736,1717,17,2,0,0,0,0,0,,
601,TG,Telangana,TG_Sangareddy,Sangareddy,209,203,6,0,0,0,0,0,0,,
602,TG,Telangana,TG_Siddipet,Siddipet,36,35,1,0,0,0,0,0,0,,
603,TG,Telangana,TG_Suryapet,Suryapet,135,111,24,0,0,0,0,0,0,,
604,TG,Telangana,TG_Vikarabad,Vikarabad,62,46,15,1,0,0,0,0,0,,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,16,16,0,0,0,0,0,0,0,,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,126,126,0,0,0,0,0,0,0,,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,182,159,23,0,0,0,0,0,0,,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,25,25,0,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,421,97,324,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,855,445,409,1,0,31,23,8,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,487,30,457,0,0,12,7,5,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,7215,3032,4045,138,0,273,180,91,2,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,72500,21770,49587,1143,0,1270,-608,1852,26,,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,927,616,308,3,0,88,67,20,1,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,1413,440,968,5,0,71,30,41,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,156,86,69,1,0,32,32,0,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,739,321,410,8,0,9,-37,45,1,,
550,TN,Tamil Nadu,TN_Erode,Erode,296,206,85,5,0,10,10,0,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,1285,544,737,4,0,11,-10,21,0,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,2970,1755,1177,38,0,134,92,40,2,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,872,532,336,4,0,115,94,21,0,,
553,TN,Tamil Nadu,TN_Karur,Karur,182,49,130,3,0,8,4,4,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,217,131,83,3,0,14,13,0,1,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,5057,3811,1160,86,0,383,325,49,9,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,325,162,163,0,0,11,-22,33,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,130,38,91,1,0,12,12,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,160,111,49,0,0,10,10,0,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,173,15,158,0,0,3,1,2,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,449,256,186,7,0,31,9,21,1,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,1544,975,546,23,0,65,22,42,1,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,1325,654,661,10,0,13,-49,57,5,,
561,TN,Tamil Nadu,TN_Salem,Salem,1409,827,576,6,0,69,-42,110,1,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,611,254,348,9,0,35,-34,67,2,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,558,258,299,1,0,28,-15,43,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,544,170,371,3,0,11,-2,12,1,,
565,TN,Tamil Nadu,TN_Theni,Theni,1297,847,439,11,0,75,54,17,4,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,5507,1939,3457,111,0,302,195,101,6,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,614,228,386,0,0,38,22,16,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,1558,629,923,6,0,142,94,48,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,1077,432,639,6,0,18,-3,20,1,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,1300,589,702,9,0,5,-2,7,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,332,177,155,0,0,10,-7,17,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,262,112,150,0,0,25,16,9,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,2688,1267,1403,18,0,55,-44,99,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,2258,1434,818,6,0,161,114,47,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,1339,561,760,18,0,106,74,32,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,1298,686,602,10,0,70,16,54,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,249,40,209,0,0,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,228,111,116,0,1,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,126,83,43,0,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,63,37,20,0,6,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,599,54,545,0,0,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,142,41,100,0,1,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,79,10,69,0,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,230,78,146,1,5,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,1334,144,1097,93,0,23,16,7,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,656,270,362,24,0,21,17,4,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,139,29,106,4,0,5,2,3,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,309,28,280,1,0,7,7,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,172,67,100,5,0,8,7,0,1,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,114,14,98,2,0,3,1,2,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,341,83,254,4,0,6,0,6,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,320,102,211,7,0,19,11,8,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,413,149,257,7,0,22,9,13,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,144,20,123,1,0,1,1,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,247,133,112,2,0,22,15,7,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,101,40,59,2,0,5,2,3,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,66,27,39,0,0,4,4,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,513,184,327,2,0,67,60,7,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,481,283,183,15,0,31,31,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,380,37,328,15,0,0,-3,3,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,173,49,123,1,0,1,-3,4,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,364,102,256,6,0,12,6,6,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,180,49,129,2,0,2,-2,4,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,801,228,549,24,0,34,11,21,2,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,212,94,115,3,0,8,8,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,101,4,95,2,0,1,-6,7,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,290,98,188,4,0,18,15,3,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,161,50,103,8,0,2,-16,18,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,348,100,231,17,0,10,-7,17,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,228,89,131,8,0,11,3,7,1,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,187,55,131,1,0,27,25,2,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,545,33,482,30,0,5,1,4,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,3010,969,2011,30,0,75,-152,226,1,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,2612,1477,1072,63,0,182,87,95,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,377,51,322,4,0,3,2,1,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,191,33,153,5,0,5,2,3,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,503,177,312,14,0,14,6,7,1,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,99,20,77,2,0,-1,-5,4,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,775,167,592,16,0,30,10,20,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,257,44,208,5,0,0,-3,3,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,200,35,162,3,0,1,-1,2,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,201,39,155,7,0,0,-3,3,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,622,129,484,9,0,10,10,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,377,247,101,29,0,51,48,1,2,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,290,53,236,1,0,12,9,3,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,71,17,53,1,0,0,-1,1,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,1510,444,998,68,0,58,32,20,6,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,145,82,63,0,0,0,2,-2,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,154,74,79,1,0,8,5,3,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,193,82,107,4,0,8,6,2,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,135,21,114,0,0,2,2,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,22,17,2,3,0,5,5,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,1783,791,965,27,0,99,73,25,1,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,234,76,155,3,0,7,4,3,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,74,18,55,1,0,4,3,1,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,277,22,245,10,0,1,-3,4,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,460,181,257,22,0,17,11,4,2,,
670,UP,Uttar Pradesh,UP_Mau,Mau,195,100,91,4,0,10,5,5,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,1332,408,839,85,0,55,48,11,-4,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,214,132,80,2,0,37,37,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,598,169,401,28,0,11,1,10,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,385,114,260,11,0,13,5,6,2,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,165,47,118,0,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,128,13,106,9,0,6,3,2,1,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,449,171,265,13,0,6,-1,7,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,166,38,125,3,0,5,2,3,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,398,50,344,4,0,5,-10,15,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,484,112,371,1,0,8,1,7,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,416,88,320,8,0,5,1,3,1,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,304,90,207,7,0,17,15,2,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,160,40,120,0,0,9,8,1,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,176,32,141,3,0,2,-11,12,1,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,79,20,57,2,0,3,2,1,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,286,54,223,9,0,1,-10,11,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,75,14,60,1,0,4,4,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,75,37,38,0,0,0,-4,4,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,217,39,174,4,0,3,0,3,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,264,112,149,3,0,18,13,5,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,698,273,395,30,0,4,-7,11,0,,
692,UT,Uttarakhand,UT_Almora,Almora,198,20,175,2,1,0,0,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,93,10,82,1,0,0,0,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,76,4,72,0,0,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,61,9,51,1,0,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,776,123,608,26,19,0,0,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,331,24,300,0,7,0,0,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,546,181,361,3,1,0,0,0,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,150,11,136,3,0,0,0,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,70,7,63,0,0,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,66,0,65,1,0,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,421,1,418,2,0,0,0,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,355,125,227,3,0,0,0,0,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,87,23,63,1,0,0,0,0,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,190,11,179,0,0,0,0,0,0,,
706,WB,West Bengal,WB_Bankura,Bankura,276,38,238,0,0,0,0,0,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,314,20,291,3,0,0,0,0,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,311,6,305,0,0,0,0,0,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,253,52,201,0,0,0,0,0,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,684,234,440,10,0,0,0,0,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,1258,337,894,27,0,0,0,0,0,,
712,WB,West Bengal,WB_Howrah,Howrah,3292,842,2341,109,0,0,0,0,0,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,414,83,329,2,0,0,0,0,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,25,6,19,0,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,56,4,51,1,0,0,0,0,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,7680,2552,4690,438,0,0,0,0,0,,
717,WB,West Bengal,WB_Malda,Malda,909,313,592,4,0,0,0,0,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,294,72,218,4,0,0,0,0,0,,
720,WB,West Bengal,WB_Nadia,Nadia,375,74,293,8,0,0,0,0,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,4130,1581,2411,138,0,0,0,0,0,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,165,26,134,5,0,0,0,0,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,425,66,352,7,0,0,0,0,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,198,32,163,3,0,0,0,0,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,448,138,304,6,0,0,0,0,0,,
725,WB,West Bengal,WB_Purulia,Purulia,104,16,88,0,0,0,0,0,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,1623,677,911,35,0,0,0,0,0,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,347,63,283,1,0,0,0,0,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,97,56,41,0,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,5032,-2384,7411,2,3,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,102043,24662,74217,3164,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,455,0,455,0,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,64,-43,107,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,0,-417,417,0,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,2,-10,12,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,-243,243,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,2,-17,19,0,0,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,456,-15563,15736,283,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,-76,76,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
