SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,43,39,4,0,0,0,0,0,0,,
578,TG,Telangana,TG_Hyderabad,Hyderabad,18927,18599,305,23,0,0,0,0,0,,
579,TG,Telangana,TG_Jagtial,Jagtial,34,32,2,0,0,0,0,0,0,,
580,TG,Telangana,TG_Jangaon,Jangaon,86,85,1,0,0,0,0,0,0,,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,13,13,0,0,0,0,0,0,0,,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,56,30,25,1,0,0,0,0,0,,
583,TG,Telangana,TG_Kamareddy,Kamareddy,52,44,8,0,0,0,0,0,0,,
584,TG,Telangana,TG_Karimnagar,Karimnagar,129,113,16,0,0,0,0,0,0,,
585,TG,Telangana,TG_Khammam,Khammam,72,69,3,0,0,0,0,0,0,,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,26,24,2,0,0,0,0,0,0,,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,45,44,1,0,0,0,0,0,0,,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,104,96,8,0,0,0,0,0,0,,
589,TG,Telangana,TG_Mancherial,Mancherial,68,67,0,1,0,0,0,0,0,,
590,TG,Telangana,TG_Medak,Medak,66,62,4,0,0,0,0,0,0,,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,879,869,9,1,0,0,0,0,0,,
592,TG,Telangana,TG_Mulugu,Mulugu,23,21,2,0,0,0,0,0,0,,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,25,23,2,0,0,0,0,0,0,,
594,TG,Telangana,TG_Nalgonda,Nalgonda,127,115,12,0,0,0,0,0,0,,
595,TG,Telangana,TG_Narayanpet,Narayanpet,6,5,0,1,0,0,0,0,0,,
596,TG,Telangana,TG_Nirmal,Nirmal,39,26,13,0,0,0,0,0,0,,
597,TG,Telangana,TG_Nizamabad,Nizamabad,117,87,30,0,0,0,0,0,0,,
598,TG,Telangana,TG_Peddapalli,Peddapalli,7,6,1,0,0,0,0,0,0,,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,40,38,2,0,0,0,0,0,0,,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,1400,1381,17,2,0,0,0,0,0,,
601,TG,Telangana,TG_Sangareddy,Sangareddy,197,191,6,0,0,0,0,0,0,,
602,TG,Telangana,TG_Siddipet,Siddipet,35,34,1,0,0,0,0,0,0,,
603,TG,Telangana,TG_Suryapet,Suryapet,120,96,24,0,0,0,0,0,0,,
604,TG,Telangana,TG_Vikarabad,Vikarabad,54,38,15,1,0,0,0,0,0,,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,15,15,0,0,0,0,0,0,0,,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,126,126,0,0,0,0,0,0,0,,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,160,137,23,0,0,0,0,0,0,,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,24,24,0,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,421,97,324,0,0,5,5,0,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,811,420,390,1,0,13,-10,23,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,475,26,449,0,0,7,5,2,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,6853,2959,3766,128,0,220,-110,321,9,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,70017,24056,44882,1079,0,1763,-838,2573,28,,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,802,526,275,1,0,61,61,0,0,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,1277,378,894,5,0,20,13,7,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,128,76,52,0,0,7,7,0,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,725,371,347,7,0,21,-2,23,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,288,200,83,5,0,40,38,2,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,1246,714,528,4,0,41,28,13,0,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,2729,1661,1032,36,0,182,130,49,3,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,638,373,262,3,0,78,63,15,0,,
553,TN,Tamil Nadu,TN_Karur,Karur,170,41,126,3,0,4,4,0,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,200,124,74,2,0,15,14,1,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,4338,3199,1070,69,0,253,224,22,7,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,310,182,128,0,0,25,11,14,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,113,22,90,1,0,4,4,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,150,101,49,0,0,26,26,0,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,170,14,156,0,0,2,2,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,375,238,131,6,0,25,2,23,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,1454,981,452,21,0,69,40,28,1,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,1193,650,538,5,0,45,44,1,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,1288,870,413,5,0,41,28,13,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,564,340,217,7,0,52,13,39,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,468,211,256,1,0,20,-29,49,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,499,172,325,2,0,3,-12,15,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,1128,744,377,7,0,119,110,9,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,4983,1666,3217,100,0,177,16,155,6,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,553,198,355,0,0,14,7,7,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,1271,401,865,5,0,109,90,18,1,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,1004,462,537,5,0,32,-23,54,1,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,1114,416,689,9,0,84,66,18,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,282,186,96,0,0,23,17,6,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,220,91,129,0,0,16,12,4,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,2534,1251,1265,18,0,37,-91,125,3,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,1980,1287,687,6,0,48,-60,108,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,1232,607,607,18,0,46,42,3,1,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,975,528,438,9,0,80,26,53,1,,
609,TR,Tripura,TR_Dhalai,Dhalai,245,42,203,0,0,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,180,69,111,0,0,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,86,50,36,0,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,55,37,18,0,0,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,591,60,531,0,0,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,139,39,100,0,0,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,73,7,66,0,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,211,69,141,1,0,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,1284,134,1057,93,0,0,0,0,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,593,215,355,23,0,0,0,0,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,134,27,103,4,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,297,19,277,1,0,0,0,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,155,51,100,4,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,108,15,91,2,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,311,82,225,4,0,0,0,0,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,291,88,196,7,0,0,0,0,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,343,112,224,7,0,0,0,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,134,12,121,1,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,182,80,100,2,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,93,35,56,2,0,0,0,0,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,53,14,39,0,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,412,101,309,2,0,0,0,0,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,347,153,180,14,0,0,0,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,376,41,320,15,0,0,0,0,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,160,47,112,1,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,329,82,241,6,0,0,0,0,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,157,41,114,2,0,0,0,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,706,190,494,22,0,0,0,0,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,186,105,78,3,0,0,0,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,100,11,87,2,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,251,70,177,4,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,145,67,70,8,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,328,108,204,16,0,0,0,0,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,197,70,120,7,0,0,0,0,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,158,38,119,1,0,0,0,0,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,529,46,456,27,0,0,0,0,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,2765,978,1759,28,0,0,0,0,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,2205,1203,940,62,0,0,0,0,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,371,53,314,4,0,0,0,0,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,178,24,149,5,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,430,146,271,13,0,0,0,0,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,89,19,69,1,0,0,0,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,702,153,535,14,0,0,0,0,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,252,44,204,4,0,0,0,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,195,40,152,3,0,0,0,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,201,43,151,7,0,0,0,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,591,107,475,9,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,246,130,91,25,0,0,0,0,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,252,25,226,1,0,0,0,0,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,69,16,52,1,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,1345,337,950,58,0,0,0,0,0,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,129,71,58,0,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,116,49,66,1,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,167,69,95,3,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,128,20,108,0,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,14,9,2,3,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,1424,550,850,24,0,0,0,0,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,195,43,149,3,0,0,0,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,64,11,52,1,0,0,0,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,262,18,236,8,0,0,0,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,437,186,236,15,0,0,0,0,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,175,85,86,4,0,0,0,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,1171,287,797,87,0,0,0,0,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,158,84,73,1,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,520,121,375,24,0,0,0,0,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,312,56,247,9,0,0,0,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,150,43,107,0,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,121,9,104,8,0,0,0,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,406,152,243,11,0,0,0,0,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,148,24,121,3,0,0,0,0,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,378,66,309,3,0,0,0,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,450,90,359,1,0,0,0,0,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,381,79,295,7,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,284,83,194,7,0,0,0,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,142,28,114,0,0,0,0,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,173,44,127,2,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,75,19,54,2,0,0,0,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,281,69,203,9,0,0,0,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,66,10,56,0,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,53,19,34,0,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,210,36,170,4,0,0,0,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,219,90,126,3,0,0,0,0,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,648,269,352,27,0,0,0,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,193,25,165,2,1,0,0,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,93,18,74,1,0,0,0,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,76,10,66,0,0,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,59,9,49,1,0,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,754,122,588,25,19,0,0,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,319,26,286,0,7,0,0,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,537,188,345,3,1,0,0,0,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,145,12,130,3,0,0,0,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,67,6,61,0,0,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,66,5,60,1,0,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,421,3,416,2,0,0,0,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,310,83,224,3,0,0,0,0,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,84,23,60,1,0,0,0,0,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,188,10,178,0,0,0,0,0,0,,
706,WB,West Bengal,WB_Bankura,Bankura,267,39,228,0,0,0,0,0,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,311,21,287,3,0,0,0,0,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,305,1,304,0,0,0,0,0,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,231,39,192,0,0,0,0,0,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,603,163,430,10,0,0,0,0,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,1204,349,829,26,0,0,0,0,0,,
712,WB,West Bengal,WB_Howrah,Howrah,3121,842,2170,109,0,0,0,0,0,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,396,73,321,2,0,0,0,0,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,20,1,19,0,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,56,4,51,1,0,0,0,0,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,7108,2288,4402,418,0,0,0,0,0,,
717,WB,West Bengal,WB_Malda,Malda,817,307,506,4,0,0,0,0,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,276,58,214,4,0,0,0,0,0,,
720,WB,West Bengal,WB_Nadia,Nadia,346,59,282,5,0,0,0,0,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,3760,1468,2170,122,0,0,0,0,0,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,158,28,125,5,0,0,0,0,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,406,56,344,6,0,0,0,0,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,186,25,159,2,0,0,0,0,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,393,94,294,5,0,0,0,0,0,,
725,WB,West Bengal,WB_Purulia,Purulia,102,15,87,0,0,0,0,0,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,1469,658,780,31,0,0,0,0,0,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,337,60,276,1,0,0,0,0,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,87,48,39,0,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,4618,-1910,6518,7,3,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,98656,24251,71339,3066,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,420,0,420,0,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,0,-335,335,0,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,2,-10,12,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,-171,171,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,456,-11961,12152,265,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
