SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
578,TG,Telangana,TG_Hyderabad,Hyderabad,16078,15750,305,23,0,0,0,0,0,,
579,TG,Telangana,TG_Jagtial,Jagtial,29,27,2,0,0,0,0,0,0,,
580,TG,Telangana,TG_Jangaon,Jangaon,81,80,1,0,0,0,0,0,0,,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,9,9,0,0,0,0,0,0,0,,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,53,27,25,1,0,0,0,0,0,,
583,TG,Telangana,TG_Kamareddy,Kamareddy,51,43,8,0,0,0,0,0,0,,
584,TG,Telangana,TG_Karimnagar,Karimnagar,107,91,16,0,0,0,0,0,0,,
585,TG,Telangana,TG_Khammam,Khammam,65,62,3,0,0,0,0,0,0,,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,26,24,2,0,0,0,0,0,0,,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,26,25,1,0,0,0,0,0,0,,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,99,91,8,0,0,0,0,0,0,,
589,TG,Telangana,TG_Mancherial,Mancherial,68,67,0,1,0,0,0,0,0,,
590,TG,Telangana,TG_Medak,Medak,62,58,4,0,0,0,0,0,0,,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,701,691,9,1,0,0,0,0,0,,
592,TG,Telangana,TG_Mulugu,Mulugu,23,21,2,0,0,0,0,0,0,,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,25,23,2,0,0,0,0,0,0,,
594,TG,Telangana,TG_Nalgonda,Nalgonda,103,91,12,0,0,0,0,0,0,,
595,TG,Telangana,TG_Narayanpet,Narayanpet,5,4,0,1,0,0,0,0,0,,
596,TG,Telangana,TG_Nirmal,Nirmal,36,23,13,0,0,0,0,0,0,,
597,TG,Telangana,TG_Nizamabad,Nizamabad,97,67,30,0,0,0,0,0,0,,
598,TG,Telangana,TG_Peddapalli,Peddapalli,6,5,1,0,0,0,0,0,0,,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,36,34,2,0,0,0,0,0,0,,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,1226,1207,17,2,0,0,0,0,0,,
601,TG,Telangana,TG_Sangareddy,Sangareddy,170,164,6,0,0,0,0,0,0,,
602,TG,Telangana,TG_Siddipet,Siddipet,29,28,1,0,0,0,0,0,0,,
603,TG,Telangana,TG_Suryapet,Suryapet,97,73,24,0,0,0,0,0,0,,
604,TG,Telangana,TG_Vikarabad,Vikarabad,49,33,15,1,0,0,0,0,0,,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,11,11,0,0,0,0,0,0,0,,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,119,119,0,0,0,0,0,0,0,,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,129,106,23,0,0,0,0,0,0,,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,22,22,0,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,415,91,324,0,0,2,-88,90,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,772,442,329,1,0,7,-5,12,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,466,27,439,0,0,3,-11,14,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,6355,3024,3220,111,0,216,104,107,5,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,66538,24199,41309,1030,0,1849,614,1198,37,,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,712,436,275,1,0,67,44,23,0,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,1218,357,856,5,0,75,32,43,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,112,62,50,0,0,5,-4,9,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,633,311,315,7,0,15,10,5,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,222,136,81,5,0,16,15,1,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,1123,655,465,3,0,21,-1,22,0,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,2404,1448,926,30,0,132,127,1,4,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,552,329,221,2,0,63,21,41,1,,
553,TN,Tamil Nadu,TN_Karur,Karur,156,30,124,2,0,3,3,0,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,175,106,67,2,0,5,-10,15,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,3776,2725,994,57,0,353,320,27,6,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,279,173,106,0,0,6,6,0,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,105,14,90,1,0,4,4,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,123,79,44,0,0,4,1,3,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,167,11,156,0,0,3,3,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,294,210,79,5,0,42,41,0,1,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,1292,914,359,19,0,149,106,41,2,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,1083,542,537,4,0,105,102,2,1,,
561,TN,Tamil Nadu,TN_Salem,Salem,1197,855,337,5,0,70,43,26,1,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,425,260,161,4,0,49,6,43,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,408,200,207,1,0,17,17,0,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,481,169,310,2,0,3,-14,17,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,985,712,268,5,0,58,24,34,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,4596,1617,2895,84,0,253,149,102,2,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,524,195,329,0,0,11,-35,46,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,1120,301,815,4,0,65,8,57,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,886,419,463,4,0,83,76,7,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,982,338,635,9,0,61,44,16,1,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,261,174,87,0,0,45,38,7,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,198,73,125,0,0,1,0,1,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,2355,1234,1107,14,0,174,115,57,2,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,1752,1209,537,6,0,85,-11,94,2,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,1077,456,604,17,0,57,54,3,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,782,429,346,7,0,103,53,50,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,242,41,201,0,0,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,179,69,110,0,0,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,79,47,32,0,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,47,31,16,0,0,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,579,57,522,0,0,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,138,59,79,0,0,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,73,8,65,0,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,196,74,121,1,0,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,1264,133,1039,92,0,0,0,0,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,569,225,321,23,0,0,0,0,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,126,19,103,4,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,290,16,273,1,0,0,0,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,147,45,99,3,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,106,15,89,2,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,305,102,199,4,0,0,0,0,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,263,72,184,7,0,0,0,0,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,303,81,217,5,0,0,0,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,129,7,121,1,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,155,54,100,1,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,87,34,51,2,0,0,0,0,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,47,8,39,0,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,394,102,290,2,0,0,0,0,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,316,135,170,11,0,0,0,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,371,44,312,15,0,0,0,0,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,152,41,110,1,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,306,79,221,6,0,0,0,0,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,153,53,98,2,0,0,0,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,650,163,465,22,0,0,0,0,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,171,93,75,3,0,0,0,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,100,12,86,2,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,241,65,172,4,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,140,63,69,8,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,322,127,181,14,0,0,0,0,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,182,66,109,7,0,0,0,0,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,152,38,113,1,0,0,0,0,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,521,45,450,26,0,0,0,0,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,2569,1005,1541,23,0,0,0,0,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,1937,1045,833,59,0,0,0,0,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,360,63,293,4,0,0,0,0,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,173,21,147,5,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,395,135,247,13,0,0,0,0,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,84,14,69,1,0,0,0,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,654,122,518,14,0,0,0,0,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,239,50,185,4,0,0,0,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,191,45,143,3,0,0,0,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,196,57,132,7,0,0,0,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,551,73,469,9,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,214,109,83,22,0,0,0,0,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,249,33,215,1,0,0,0,0,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,68,17,50,1,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,1251,296,901,54,0,0,0,0,0,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,90,37,53,0,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,103,37,65,1,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,154,73,78,3,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,119,14,105,0,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,10,5,2,3,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,1261,469,770,22,0,0,0,0,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,181,46,132,3,0,0,0,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,62,10,51,1,0,0,0,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,258,47,203,8,0,0,0,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,391,148,230,13,0,0,0,0,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,154,64,86,4,0,0,0,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,1096,266,742,88,0,0,0,0,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,120,47,72,1,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,504,123,357,24,0,0,0,0,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,302,61,233,8,0,0,0,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,141,37,104,0,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,120,10,103,7,0,0,0,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,326,92,223,11,0,0,0,0,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,142,23,116,3,0,0,0,0,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,371,59,309,3,0,0,0,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,433,85,348,0,0,0,0,0,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,362,78,277,7,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,256,61,188,7,0,0,0,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,140,41,99,0,0,0,0,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,160,41,117,2,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,70,17,52,1,0,0,0,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,270,64,197,9,0,0,0,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,63,7,56,0,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,45,11,34,0,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,206,40,162,4,0,0,0,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,196,74,119,3,0,0,0,0,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,598,242,332,24,0,0,0,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,192,25,164,2,1,2,1,1,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,92,17,74,1,0,6,6,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,76,11,65,0,0,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,59,9,49,1,0,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,742,120,579,25,18,8,8,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,318,30,281,0,7,1,1,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,530,181,345,3,1,4,4,0,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,144,15,126,3,0,1,-18,19,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,67,6,61,0,0,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,66,5,60,1,0,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,421,3,416,2,0,1,0,1,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,306,80,223,3,0,17,17,0,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,80,20,59,1,0,5,5,0,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,187,10,177,0,0,1,1,0,0,,
706,WB,West Bengal,WB_Bankura,Bankura,261,43,218,0,0,2,-6,8,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,311,21,287,3,0,6,4,2,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,305,1,304,0,0,0,0,0,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,223,33,190,0,0,5,-2,7,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,577,139,428,10,0,23,14,9,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,1142,321,795,26,0,24,-16,40,0,,
712,WB,West Bengal,WB_Howrah,Howrah,3010,845,2058,107,0,82,-5,84,3,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,388,74,313,1,0,2,-1,3,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,19,0,19,0,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,56,7,48,1,0,1,1,0,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,6864,2147,4307,410,0,242,69,165,8,,
717,WB,West Bengal,WB_Malda,Malda,780,311,466,3,0,40,18,21,1,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,270,62,204,4,0,14,10,4,0,,
720,WB,West Bengal,WB_Nadia,Nadia,339,73,261,5,0,11,0,11,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,3546,1369,2063,114,0,164,11,150,3,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,157,31,121,5,0,2,-1,1,2,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,395,53,336,6,0,10,1,8,1,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,183,30,151,2,0,1,-1,2,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,384,99,280,5,0,8,0,7,1,,
725,WB,West Bengal,WB_Purulia,Purulia,99,12,87,0,0,4,4,0,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,1351,602,719,30,0,97,40,57,0,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,318,46,271,1,0,4,-12,16,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,67,44,23,0,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,4010,-1412,5412,7,3,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,96412,25153,68256,3003,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,497,32,465,0,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,0,-189,189,0,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,3,-9,12,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,-168,168,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,-8,8,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,2,2,0,0,0,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,456,-9441,9644,253,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,-53,53,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
